Game,Top_Clusters,Top_Topic_Labels
Serious Sam 4,"[70, 333, 411]","[""['boss', 'roguelite', 'upgrade', 'minimise', 'barely']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Serious Sam HD: The Second Encounter,[333],"[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Session: Skate Sim,[52],"[""['audio', 'vegas', 'tolerable', 'act', 'rainbow']""]"
Seven Kingdoms 2 HD,[509],[]
Seven: Enhanced Edition,[582],[]
Severed Steel,"[350, 572]","[""['witch', 'ace', 'metroidvania', 'reflex', 'definetly']""]"
Sex with Stalin,"[72, 149]","[""['position', 'fuck', 'positive', 'posse', 'posledn']"", ""['squad', 'warcrime', 'regularly', 'free', 'cheese']""]"
Sex with the Devil,[90],"[""['control', 'tutorialization', 'annoying', 'genericbore', 'aesthetic']""]"
Shades of Rayna,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
Shadow Tactics: Aiko's Choice,[621],[]
Shadow Tactics: Blades of the Shogun,"[16, 179, 208]","[""['steam', 'muh', 'starship', 'experince', 'run']"", ""['parent', 'gabagol', 'ptsd', 'untill', 'filter']"", ""['bow', 'characterization', 'actionadventure', 'exile', 'strategerize']""]"
Shadow Warrior,"[104, 257, 286]","[""['much', 'moment', 'find', 'bitesize', 'frustrating']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']"", ""['kill', 'density', 'commando', 'fireteam', 'starting']""]"
Shadow Warrior 2,"[215, 310]","[""['game', 'see', 'make', 'unit', 'map']"", ""['graphic', 'anyday', 'painless', 'hedgehog', 'bromance']""]"
Shadow Warrior 3: Definitive Edition,"[376, 575]",[]
Shadow Warrior Classic (1997),[99],"[""['racism', 'remaked', 'ben', 'joyce', 'htf']""]"
Shadow of the Tomb Raider: Definitive Edition,"[9, 70, 76]","[""['en', 'opinion', 'youravaragezombieshooter', 'zombies', 'genitalia']"", ""['boss', 'roguelite', 'upgrade', 'minimise', 'barely']"", ""['place', 'actually', 'hitter', 'try', 'special']""]"
Shadowgate,[58],"[""['everybody', 'demos', 'rdr', 'aside', 'ready']""]"
Shadowhand: RPG Card Game,"[182, 603]","[""['los', 'overwatch', 'cringy', 'cancer', 'prepare']""]"
Shadowrun Returns,"[280, 8, 96]","[""['warlord', 'sneaking', 'noncringeworthy', 'rdperson', 'inspired']"", ""['diablo', 'yearning', 'underneath', 'sfxs', 'cheer']"", ""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Shadowrun: Dragonfall - Director's Cut,[38],"[""['addicted', 'purely', 'btec', 'dry', 'snowrunner']""]"
Shadowrun: Hong Kong - Extended Edition,"[391, 455]",[]
Shadows of Doubt,"[77, 356, 492]","[""['boring', 'asf', 'friend', 'meet', 'grindy']"", ""['stuff', 'dettache', 'premature', 'rpgopen', 'limb']""]"
Shadows of Forbidden Gods,[181],"[""['sexually', 'might', 'hemorrhoid', 'clenching', 'collect']""]"
Shadows: Awakening,[50],"[""['spider', 'lovely', 'peppa', 'hq', 'night']""]"
Shakes and Fidget,[99],"[""['racism', 'remaked', 'ben', 'joyce', 'htf']""]"
Shank,[491],[]
Shank 2,[442],[]
Shantae and the Pirate's Curse,[193],"[""['kojima', 'pc', 'ultraviolence', 'raiden', 'mick']""]"
Shantae and the Seven Sirens,[242],"[""['battle', 'coxs', 'check', 'faeria', 'ruin']""]"
Shantae: Half-Genie Hero Ultimate Edition,"[22, 468]","[""['coop', 'veriverifun', 'sack', 'experience', 'toolsweapon']""]"
Shantae: Risky's Revenge - Director's Cut,[247],"[""['flash', 'whitewashed', 'yakuzza', 'bother', 'tmnt']""]"
Shape Shifter: Formations,[520],[]
Shapebreaker - Tower Defense Deckbuilder,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
Shardlight,[629],[]
Shards of Azuria,[68],"[""['patch', 'ultralowbitrate', 'internally', 'keybind', 'monitor']""]"
Shards of Infinity,[551],[]
Shards the Deckbuilder,[481],[]
SharpShooter3D,[584],[]
Shatris: Infinite Puzzles,[566],[]
Shattered Haven,[549],[]
Shattered Pixel Dungeon,[127],"[""['nise', 'whoosh', 'pp', 'duuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuudddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddde', 'haha']""]"
Shattered Planet,[270],"[""['scene', 'bisexual', 'abrutly', 'leave', 'yoko']""]"
Shatterline,[70],"[""['boss', 'roguelite', 'upgrade', 'minimise', 'barely']""]"
She Will Punish Them,[503],[]
Sheep Love,[66],"[""['simple', 'kumboom', 'long', 'relatable', 'ride']""]"
Sheepy: A Short Adventure,[108],"[""['come', 'love', 'nevermind', 'like', 'calm']""]"
ShellShock Live,[476],[]
Sheltered,[165],"[""['name', 'goodness', 'ectoplasm', 'grass', 'fracture']""]"
Shenmue I & II,[23],"[""['game', 'vat', 'vanilla', 'tomb', 'addon']""]"
Shepherd of Light,[505],[]
Shephy,[153],"[""['rid', 'hot', 'bellic', 'recently', 'frustrating']""]"
Sherlock Holmes and The Hound of The Baskervilles,[420],[]
Sherlock Holmes versus Jack the Ripper,[36],"[""['reward', 'ccgs', 'build', 'reliant', 'deck']""]"
Sherlock Holmes: Crimes and Punishments,"[133, 235, 257]","[""['hand', 'epic', 'smooooth', 'enemis', 'shoot']"", ""['pw', 'flawed', 'worminfeste', 'corp', 'ahole']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Sherlock Holmes: The Awakened (2008),"[104, 449]","[""['much', 'moment', 'find', 'bitesize', 'frustrating']""]"
Sherlock Holmes: The Devil's Daughter,"[47, 75, 172]","[""['new', 'mood', 'select', 'siiiiiiiiiiiiiiiiiiiiim', 'uoi']"", ""['spell', 'rank', 'generator', 'gain', 'component']"", ""['kill', 'hehe', 'northstar', 'whisky', 'must']""]"
Sherlock Holmes: The Mystery of the Mummy,[199],"[""['solid', 'annoy', 'crouchjumpe', 'steal', 'doom']""]"
Sherlock Holmes: The Mystery of the Persian Carpet,[181],"[""['sexually', 'might', 'hemorrhoid', 'clenching', 'collect']""]"
Sherlock Holmes: The Silver Earring,[264],"[""['game', 'crap', 'mspaint', 'anno', 'jalopy']""]"
Shieldwall Chronicles: Swords of the North,[378],[]
Shift 2 Unleashed,[440],[]
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,[616],[]
Shogun Showdown,[195],"[""['version', 'bethesda', 'worm', 'store', 'gfwl']""]"
Shooting Stars!,[535],[]
Shootout on Cash Island,[333],"[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Shop Heroes,[518],[]
Shoppe Keep 2,[133],"[""['hand', 'epic', 'smooooth', 'enemis', 'shoot']""]"
Shotgun Farmers,"[184, 433]","[""['quick', 'heart', 'shettt', 'replay', 'hangover']""]"
Shotgun King: The Final Checkmate,[260],"[""['substract', 'surprised', 'gardening', 'multiplayer', 'finishing']""]"
Shoujo City,[328],"[""['game', 'yep', 'sense', 'mass', 'hitman']""]"
Shovel Knight: Treasure Trove,"[196, 259, 484]","[""['defense', 'neat', 'xcom', 'elsewhere', 'coop']"", ""['alien', 'blacklist', 'content', 'jrpg', 'nbi']""]"
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,[109],"[""['incredible', 'og', 'helldiver', 'president', 'enough']""]"
Showgunners,[155],"[""['war', 'possibly', 'commit', 'dynamic', 'minority']""]"
Shrine,"[408, 625]",[]
Shrine II,[535],[]
Shu,[190],"[""['good', 'edgy', 'spot', 'year', 'loot']""]"
ShyChess,[198],"[""['enhanced', 'telltale', 'blacklist', 'jorji', 'passport']""]"
SiN Episodes: Emergence,[582],[]
SiNiSistar Lite Version,[548],[]
Siberian Dawn,[50],"[""['spider', 'lovely', 'peppa', 'hq', 'night']""]"
Sid Meier's Civilization VII,"[19, 40, 633]","[""['free', 'story', 'tropico', 'season', 'main']"", ""['good', 'bore', 'recc', 'super', 'possession']""]"
Sid Meier's Civilization® V,"[15, 78, 127]","[""['bu', 'iyi', 'oyunun', 'var', 'han']"", ""['mission', 'blubbering', 'industrial', 'blood', 'absolution']"", ""['nise', 'whoosh', 'pp', 'duuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuudddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddde', 'haha']""]"
Sid Meier's Civilization®: Beyond Earth™,"[206, 520, 619]","[""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']""]"
Sid Meier's Covert Action (Classic),[365],"[""['character', 'borderland', 'fucking', 'principle', 'mrate']""]"
Sid Meier's Starships,"[151, 457]","[""['life', 'curse', 'van', 'cover', 'salim']""]"
Sid Meier’s Civilization® VI,"[34, 52, 242]","[""['clicker', 'asura', 'gspot', 'censor', 'slidingontheoppsinspaceforcingthemtocreatemymegaspaceship']"", ""['audio', 'vegas', 'tolerable', 'act', 'rainbow']"", ""['battle', 'coxs', 'check', 'faeria', 'ruin']""]"
Sid Meier’s Civilization® VI: Leader Pass,[294],"[""['together', 'punishement', 'wrong', 'holmes', 'morning']""]"
Siege Survival: Gloria Victis,[425],[]
Sifu,"[217, 333, 544]","[""['sex', 'todd', 'preorder', 'unfortunetly', 'international']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Sigi - A Fart for Melusina,[174],"[""['film', 'rip', 'martin', 'gtao', 'pointless']""]"
Sigil of the Magi,[372],[]
Silica,[530],[]
Silicon Dreams  |  cyberpunk interrogation,[305],"[""['job', 'battlefield', 'bonelab', 'thrilling', 'predecessor']""]"
Silmaris: Dice Kingdom,"[333, 449]","[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Simmiland,"[440, 478]",[]
Simply Chess,"[115, 497]","[""['peter', 'sorse', 'brutal', 'choir', 'rep']""]"
Sin Chess,[427],[]
Singularity™,"[160, 599]","[""['loud', 'lander', 'pixiv', 'armageddon', 'slur']""]"
Sins of a Solar Empire II,[83],"[""['name', 'border', 'eugenic', 'club', 'paper']""]"
Sins of a Solar Empire®: Rebellion,[121],"[""['attack', 'spacing', 'pyre', 'tremendous', 'fangz']""]"
Sipho,[440],[]
"Sir, You Are Being Hunted",[544],[]
SisterFight,[423],[]
Six Ages: Ride Like the Wind,[145],"[""['black', 'rip', 'throwback', 'playermodel', 'fck']""]"
Six Days in Fallujah,[280],"[""['warlord', 'sneaking', 'noncringeworthy', 'rdperson', 'inspired']""]"
Sixtieth Kilometer,[238],"[""['account', 'antiisaacian', 'barely', 'piss', 'door']""]"
Sizeable,[13],"[""['de', 'jeu', 'vous', 'un', 'que']""]"
Skeletal Avenger,[121],"[""['attack', 'spacing', 'pyre', 'tremendous', 'fangz']""]"
Sketchy's Contract,"[249, 613]","[""['choose', 'eveythe', 'increase', 'nonfight', 'greatnot']""]"
Skullgirls 2nd Encore,"[404, 584]",[]
Slain: Back from Hell,"[450, 467]",[]
Slasher's Keep,[70],"[""['boss', 'roguelite', 'upgrade', 'minimise', 'barely']""]"
SlavicPunk: Oldtimer,[280],"[""['warlord', 'sneaking', 'noncringeworthy', 'rdperson', 'inspired']""]"
Slay the Spire,"[23, 47, 96]","[""['game', 'vat', 'vanilla', 'tomb', 'addon']"", ""['new', 'mood', 'select', 'siiiiiiiiiiiiiiiiiiiiim', 'uoi']"", ""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Slayaway Camp,[240],"[""['card', 'dethrone', 'developer', 'burgeon', 'wellbalance']""]"
Slaycation Paradise,[76],"[""['place', 'actually', 'hitter', 'try', 'special']""]"
Sleeping Dogs,[105],"[""['ghost', 'ultracop', 'stressful', 'phasmophobic', 'ign']""]"
Sleeping Dogs: Definitive Edition,"[10, 333, 9]","[""['spell', 'survivor', 'upgrade', 'masquerade', 'shrine']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']"", ""['en', 'opinion', 'youravaragezombieshooter', 'zombies', 'genitalia']""]"
Slice & Dice,"[333, 396]","[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Slime Rancher,"[9, 213, 319]","[""['en', 'opinion', 'youravaragezombieshooter', 'zombies', 'genitalia']"", ""['edit', 'aquila', 'degradation', 'insomniac', 'litteraly']"", ""['quash', 'configuration', 'monopoly', 'layer', 'numerous']""]"
Slipways,"[90, 165]","[""['control', 'tutorialization', 'annoying', 'genericbore', 'aesthetic']"", ""['name', 'goodness', 'ectoplasm', 'grass', 'fracture']""]"
Slot Shots Pinball Collection,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Slot Shots Pinball Ultimate Edition,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Slurpy Derpy,[110],"[""['great', 'portuguese', 'rly', 'try', 'hella']""]"
Smalland: Survive the Wilds,[281],"[""['weapon', 'brainless', 'quicktoplay', 'uboot', 'darkgritty']""]"
SnOut,[104],"[""['much', 'moment', 'find', 'bitesize', 'frustrating']""]"
Snail Bob 2: Tiny Troubles,[135],"[""['lord', 'abstract', 'strategy', 'cancer', 'roblox']""]"
Snakebird,[250],"[""['card', 'outcome', 'generator', 'minigolf', 'duelyst']""]"
Snakeybus,"[64, 69]","[""['excellent', 'start', 'adaptation', 'solid', 'time']"", ""['short', 'ig', 'strangely', 'looksfeel', 'overstay']""]"
Sniper 3D Assassin: Free to Play,[286],"[""['kill', 'density', 'commando', 'fireteam', 'starting']""]"
Sniper Art of Victory,[506],[]
Sniper Elite 3,"[425, 440, 518]",[]
Sniper Elite 4,"[112, 257, 267]","[""['bad', 'positioning', 'posledn', 'yea', 'aa']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']"", ""['deluxe', 'society', 'beatem', 'rally', 'userincompatible']""]"
Sniper Elite 4 - Season Pass,[601],[]
Sniper Elite 5,[333],"[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Sniper Elite V2 Remastered,"[268, 333]","[""['group', 'monumentally', 'scorch', 'street', 'alot']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Sniper Ghost Warrior 3,"[2, 330, 535]","[""['pc', 'wolf', 'excellent', 'worlf', 'lag']"", ""['mystery', 'decent', 'might', 'revolution', 'child']""]"
Sniper Ghost Warrior Contracts,"[29, 333, 614]","[""['genre', 'would', 'pretardation', 'jump', 'funny']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Sniper Ghost Warrior Contracts 2,"[197, 301, 333]","[""['deck', 'ripoff', 'slay', 'version', 'defense']"", ""['game', 'also', 'generic', 'kohan', 'newcomer']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Sniper: Ghost Warrior,"[333, 541]","[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Sniper: Ghost Warrior 2,"[91, 147, 364]","[""['control', 'horrible', 'linkapix', 'zoom', 'default']"", ""['game', 'possdent', 'silly', 'even', 'posse']"", ""['production', 'interested', 'storm', 'survive', 'method']""]"
Snow Daze: The Music of Winter Special Edition,[82],"[""['battle', 'probably', 'ass', 'overpopulation', 'definition']""]"
SnowRunner,"[325, 515]","[""['character', 'dialog', 'would', 'spin', 'unlikeable']""]"
Snuff,[632],[]
Soccer Manager,[540],[]
Soccer Manager 2025,[473],[]
Soda Dungeon 2,[485],[]
SolForge,[40],"[""['good', 'bore', 'recc', 'super', 'possession']""]"
Solace Inc.,[291],"[""['character', 'artalthough', 'please', 'memoria', 'shardlight']""]"
Solar Settlers,[55],"[""['sale', 'efootball', 'quid', 'never', 'diablo']""]"
Solitairica,"[43, 107, 328]","[""['hour', 'overpriced', 'microwave', 'runner', 'amusing']"", ""['great', 'positiveneutral', 'bezos', 'aa', 'tale']"", ""['game', 'yep', 'sense', 'mass', 'hitman']""]"
Solium Infernum,[520],[]
Somewhere in the Shadow,[206],"[""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']""]"
Sonar Shock,[280],"[""['warlord', 'sneaking', 'noncringeworthy', 'rdperson', 'inspired']""]"
Song of the Deep,[227],"[""['crash', 'apologize', 'transition', 'magicka', 'dx']""]"
Songs of Conquest,"[98, 100]","[""['snake', 'practically', 'vitas', 'myst', 'soothe']"", ""['position', 'well', 'postanowia', 'dope', 'positive']""]"
Songs of Syx,"[539, 598]",[]
Sonic & All-Stars Racing Transformed Collection,"[173, 393]","[""['kill', 'standoff', 'yankees', 'cheeki', 'circumsise']""]"
Sonic Adventure DX,[286],"[""['kill', 'density', 'commando', 'fireteam', 'starting']""]"
Sonic Generations Collection,[621],[]
Sonic Lost World,[254],"[""['ingenious', 'crytek', 'mugger', 'bc', 'rainbow']""]"
Sonic Mania,"[292, 393]","[""['puzzle', 'absolutly', 'hll', 'shortly', 'escape']""]"
Sonny,[460],[]
Sons Of The Forest,"[30, 87, 107]","[""['great', 'series', 'realistic', 'city', 'apocalipse']"", ""['scream', 'yr', 'handy', 'exeperience', 'upscaled']"", ""['great', 'positiveneutral', 'bezos', 'aa', 'tale']""]"
Sorcery! Parts 1 and 2,[510],[]
Soulash 2,"[15, 143]","[""['bu', 'iyi', 'oyunun', 'var', 'han']"", ""['steam', 'clicker', 'hire', 'dirt', 'rally']""]"
Soulstone Survivors,[369],[]
Soundpad,"[64, 208, 216]","[""['excellent', 'start', 'adaptation', 'solid', 'time']"", ""['bow', 'characterization', 'actionadventure', 'exile', 'strategerize']"", ""['server', 'unlucky', 'fat', 'httpsstoresteampoweredcomappdragonfangztherosedungeonoftime', 'lock']""]"
Source Filmmaker,[588],[]
Source of Madness,"[445, 459]",[]
South Park™: The Fractured But Whole™,"[115, 324, 438]","[""['peter', 'sorse', 'brutal', 'choir', 'rep']"", ""['color', 'quake', 'th', 'shotgun', 'failure']""]"
South Park™: The Fractured But Whole™ - From Dusk Till Casa Bonita,[230],"[""['making', 'adaptiation', 'access', 'gem', 'althoug']""]"
South Park™: The Stick of Truth™,"[77, 152, 324]","[""['boring', 'asf', 'friend', 'meet', 'grindy']"", ""['mom', 'left', 'enact', 'noose', 'loop']"", ""['color', 'quake', 'th', 'shotgun', 'failure']""]"
Space Choice: Data Analyzer,[361],"[""['road', 'survivorslike', 'component', 'tech', 'upgrade']""]"
Space Engineers,"[254, 365, 588]","[""['ingenious', 'crytek', 'mugger', 'bc', 'rainbow']"", ""['character', 'borderland', 'fucking', 'principle', 'mrate']""]"
Space Food Truck,"[39, 365]","[""['batman', 'bword', 'yeah', 'story', 'first']"", ""['character', 'borderland', 'fucking', 'principle', 'mrate']""]"
Space Grunts,[260],"[""['substract', 'surprised', 'gardening', 'multiplayer', 'finishing']""]"
Space Grunts 2,[475],[]
Space Haven,[488],[]
Space Hulk,[161],"[""['inside', 'soo', 'season', 'leon', 'quick']""]"
Space Hulk: Deathwing Enhanced Edition,"[228, 375, 512]","[""['card', 'dramatically', 'draft', 'elsewhere', 'okay']""]"
Space Hulk: Tactics,[467],[]
Space Pilgrim Episode I: Alpha Centauri,"[71, 393]","[""['positive', 'positioning', 'eric', 'possdent', 'calm']""]"
Space Pilgrim Episode II: Epsilon Indi,[376],[]
Space Pilgrim Episode III: Delta Pavonis,[311],"[""['game', 'voice', 'sar', 'wellbalance', 'rash']""]"
Space Pilgrim Episode IV: Sol,[234],"[""['hack', 'microtransation', 'amusement', 'deliver', 'monaco']""]"
Space Pirates And Zombies 2,"[530, 556]",[]
Space Prison,[262],"[""['jc', 'classical', 'mmos', 'argue', 'roughly']""]"
Space Rangers: Quest,[571],[]
Space Run,[98],"[""['snake', 'practically', 'vitas', 'myst', 'soothe']""]"
Space Run Galaxy,[71],"[""['positive', 'positioning', 'eric', 'possdent', 'calm']""]"
Space Scavenger,[375],[]
Space Thinger,[178],"[""['puzzle', 'minimalist', 'excellent', 'relax', 'remake']""]"
SpaceBourne 2,[376],[]
SpaceChem,"[206, 236]","[""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']"", ""['release', 'grappelinghooklike', 'philadelphia', 'mad', 'potential']""]"
Spacebase DF-9,[597],[]
Spark the Electric Jester,[279],"[""['reference', 'lead', 'overly', 'shtty', 'ba']""]"
Spec Ops: The Line,"[83, 88, 107]","[""['name', 'border', 'eugenic', 'club', 'paper']"", ""['waste', 'unable', 'influential', 'roam', 'halflife']"", ""['great', 'positiveneutral', 'bezos', 'aa', 'tale']""]"
Spectromancer,"[175, 375]","[""['something', 'awesome', 'cuz', 'pley', 'moment']""]"
Speed Kills,[608],[]
Speed Limit,[364],"[""['production', 'interested', 'storm', 'survive', 'method']""]"
SpellForce - Platinum Edition,[386],[]
SpellForce 3 Reforced,"[69, 497]","[""['short', 'ig', 'strangely', 'looksfeel', 'overstay']""]"
SpellForce: Conquest of Eo,[356],"[""['stuff', 'dettache', 'premature', 'rpgopen', 'limb']""]"
SpellRogue,[164],"[""['car', 'cyberdick', 'thank', 'stronk', 'positional']""]"
Spellbook Demonslayers Prologue,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Spellcaster University,[259],"[""['alien', 'blacklist', 'content', 'jrpg', 'nbi']""]"
Spellshot,[530],[]
Spellsworn,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
Spellweaver,[326],"[""['cry', 'combatwhile', 'serial', 'observation', 'yetis']""]"
Spelunky 2,[599],[]
Spirit Hunters: Infinite Horde,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Spirit Island,"[46, 96, 283]","[""['release', 'casual', 'animation', 'mechwarrior', 'boat']"", ""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']"", ""['option', 'blinding', 'similiar', 'boringto', 'framecap']""]"
Spirit Swap: Lofi Beats to Match-3 To,[356],"[""['stuff', 'dettache', 'premature', 'rpgopen', 'limb']""]"
Spiritfarer®: Farewell Edition,"[121, 122]","[""['attack', 'spacing', 'pyre', 'tremendous', 'fangz']"", ""['level', 'wanderer', 'mech', 'randomized', 'ritual']""]"
Spirits,[103],"[""['brilliance', 'freakin', 'thick', 'cleaning', 'witness']""]"
Spirits Abyss,[69],"[""['short', 'ig', 'strangely', 'looksfeel', 'overstay']""]"
Splendor,[83],"[""['name', 'border', 'eugenic', 'club', 'paper']""]"
Splice,[330],"[""['mystery', 'decent', 'might', 'revolution', 'child']""]"
Split Fiction,"[176, 436, 506]","[""['beat', 'minsc', 'idleclicker', 'nuff', 'reflection']""]"
Split/Second,[484],[]
Splitgate,"[333, 64, 116]","[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']"", ""['excellent', 'start', 'adaptation', 'solid', 'time']"", ""['beat', 'library', 'cuz', 'awhile', 'uninstall']""]"
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,"[105, 214, 230]","[""['ghost', 'ultracop', 'stressful', 'phasmophobic', 'ign']"", ""['puzzle', 'us', 'gunthro', 'declare', 'lugo']"", ""['making', 'adaptiation', 'access', 'gem', 'althoug']""]"
Spooky Starlets: Movie Monsters,[25],"[""['task', 'average', 'terrarium', 'boiiiiii', 'earrape']""]"
Spooky's Jump Scare Mansion: HD Renovation,[631],[]
Spyro™ Reignited Trilogy,"[85, 281, 474]","[""['fix', 'keybinding', 'unintuitive', 'endeavor', 'schmaltzy']"", ""['weapon', 'brainless', 'quicktoplay', 'uboot', 'darkgritty']""]"
Squad,"[20, 57, 157]","[""['goooooooooooooooooooooooooooooood', 'supa', 'please', 'unjureihojkigfjsdzhuuuguruuuuuuuuufuuueuuuuuasuukuuuul', 'geyyyyyyy']"", ""['hunting', 'cotw', 'implementation', 'lolwat', 'dlcs']"", ""['title', 'frill', 'aggressively', 'looter', 'sandbox']""]"
Squad 22: ZOV,[52],"[""['audio', 'vegas', 'tolerable', 'act', 'rainbow']""]"
Squad 44,"[73, 356]","[""['pokemon', 'ltda', 'masterpiece', 'hexcell', 'slavs']"", ""['stuff', 'dettache', 'premature', 'rpgopen', 'limb']""]"
Square Shooter,[174],"[""['film', 'rip', 'martin', 'gtao', 'pointless']""]"
Stacklands,"[92, 207, 367]","[""['delete', 'shy', 'nft', 'buck', 'hike']"", ""['game', 'stability', 'avanti', 'stupid', 'gateway']"", ""['choose', 'sitandwait', 'compendium', 'building', 'ucke']""]"
Stacy Sharp and the Night Of Too Many Monsters,[366],"[""['character', 'nauseum', 'throughout', 'polished', 'bridge']""]"
Star Conflict,"[19, 333]","[""['free', 'story', 'tropico', 'season', 'main']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Star Crusade CCG,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Star Fetchers,"[425, 497]",[]
Star Realms,"[53, 342]","[""['explanation', 'publish', 'reeeeally', 'treat', 'pod']"", ""['ballse', 'arthritis', 'intend', 'glaringly', 'dusker']""]"
Star Sonata 2,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
Star Traders: Frontiers,"[19, 82, 592]","[""['free', 'story', 'tropico', 'season', 'main']"", ""['battle', 'probably', 'ass', 'overpopulation', 'definition']""]"
Star Trek Adversaries,[308],"[""['game', 'juarez', 'outer', 'philosophy', 'heavy']""]"
StarBreak,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
StarCrawlers,"[318, 613]","[""['player', 'counterstrikesiegekind', 'jankiness', 'expectation', 'lookout']""]"
StarDrive,[590],[]
StarVaders,"[107, 121]","[""['great', 'positiveneutral', 'bezos', 'aa', 'tale']"", ""['attack', 'spacing', 'pyre', 'tremendous', 'fangz']""]"
Starbound,"[2, 163, 252]","[""['pc', 'wolf', 'excellent', 'worlf', 'lag']"", ""['boring', 'super', 'might', 'plot', 'consume']"", ""['deck', 'together', 'hsbg', 'draw', 'monster']""]"
Stardew Valley,"[160, 47, 115]","[""['loud', 'lander', 'pixiv', 'armageddon', 'slur']"", ""['new', 'mood', 'select', 'siiiiiiiiiiiiiiiiiiiiim', 'uoi']"", ""['peter', 'sorse', 'brutal', 'choir', 'rep']""]"
Stardust Galaxy Warriors: Stellar Climax,[146],"[""['piece', 'punishingly', 'hell', 'yeah', 'nightmarish']""]"
Starfield,"[68, 400, 488]","[""['patch', 'ultralowbitrate', 'internally', 'keybind', 'monitor']""]"
Starless Abyss,[445],[]
Starpoint Gemini Warlords,[143],"[""['steam', 'clicker', 'hire', 'dirt', 'rally']""]"
Starship Troopers: Extermination,"[452, 537, 578]",[]
Starship Troopers: Terran Command,[159],"[""['explosion', 'headpat', 'bruv', 'potionsellermp', 'shoe']""]"
Starward Rogue,[156],"[""['last', 'shooter', 'among', 'easily', 'female']""]"
State of Decay,"[16, 23, 72]","[""['steam', 'muh', 'starship', 'experince', 'run']"", ""['game', 'vat', 'vanilla', 'tomb', 'addon']"", ""['position', 'fuck', 'positive', 'posse', 'posledn']""]"
State of Decay 2: Juggernaut Edition,"[30, 153, 206]","[""['great', 'series', 'realistic', 'city', 'apocalipse']"", ""['rid', 'hot', 'bellic', 'recently', 'frustrating']"", ""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']""]"
State of Decay: YOSE,"[425, 514]",[]
State of Mind,"[395, 430]",[]
Station to Station,[165],"[""['name', 'goodness', 'ectoplasm', 'grass', 'fracture']""]"
Stationeers,[407],[]
Stay Close,[449],[]
Stay Out,[563],[]
Steam Engine Simulator,[13],"[""['de', 'jeu', 'vous', 'un', 'que']""]"
Steam Tactics,[248],"[""['weapon', 'roguelike', 'run', 'floor', 'unfun']""]"
Steam: Rails to Riches,[148],"[""['game', 'neat', 'perfec', 'grate', 'pikuniku']""]"
