Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,lang,topic
ISLANDERS,game I could see people might enjoy get clever mechanic good look interface well design I reach point one game realize basic issue I like casual puzzle game like meat ultimately seem like thing island long move shortly fill island indicator feel like could keep play endlessly I suppose probably selling point target audience I,55,327,-0.071929015,7.9011025,1.4822227,en,0
Elite Dangerous,I really want like game I see would really like I simply patience th time I hyperjumpe planet I stop much justwatching space go elite dangerous I edit another hour I switch thumbs following reason fun game play friend I think add bunch qol improvement since I last play make bit less tedious big storyline eg thargoid invasion genuinely exciting interesting really look fantastic,64,379,0.025090445,8.262009,0.4830495,en,0
Total War: WARHAMMER II,good total war warhammer lizard,5,31,-0.09543727,8.589004,2.9315317,en,0
Opus Magnum,interesting puzzle game edit I play lot I upgrade fascinating puzzle game I ever play real brainburner well possible way,20,120,-0.043347746,7.864667,2.7289732,en,0
Void Bastards,art direction excellent game play solid fun least first playthrough normal difficulty least I danger ramp nicely move game meaning I always sweat I sure much replayability sure yet overall enjoyable game watch oxygen level update I recommend game seem short cost I I hope expansion future might get replayability though,51,319,-0.023789454,8.302168,0.8251278,en,0
Oxygen Not Included,I big fan sim builder game one grip I get go strip lot unnecessary stuff sort game add physics layer twodimensionalness belie complexity wait new biome full release,28,164,0.0038574059,8.796124,0.6572525,en,0
Galactic Keep,I hope put adventure art blurb appeal hard imagine enjoy,10,56,-0.08503095,7.361518,2.0589488,en,0
SpellForce 3 Reforced,mechanically game interesting fusion kind baldur gateesque rpg warcraftesque rt game I think successful fuse two genre thus thumb say hope game would transcend two genre neither favorite type game case lorenarrative nothing see gameplay two side particularly innovative really like genre worth buy sale may enjoy much I I unhappy I buy,53,335,-0.020335102,8.016594,0.32290804,en,0
Far Cry® 5,cheeseburger boomer peach hurk kim nick beautiful mountain scenery drive around cool car etc lot shoot cool thing barely barely compensate one stupid ending game ever make far cry end seem logical I give thumb seriously good game could create push towards ending lead inexorably end ending would wow yeah ok I get brilliant far cry man cheeseburger awesome,59,356,-0.00053604145,6.780074,1.6693064,en,0
Xenonauts,I want love game I could apparently I need eye candy I know new xcom games feel exciting tense feel tedious,21,107,-0.07882659,8.167582,0.46200684,en,0
Vaporum,want steampunk legend grimrock keep interest edit developer respond I say want detail specifically ask I talk property game I like fair enough environment much sameness I I find monster bit dull whole armor thing could interesting felt force I feel like I play virtually game eg log twice fairly recent memory I need play I find several area frustrating beyond attention span try figure defeat enemy repeat load die load die cycle obviously reaction objective aesthetic judgement might play game enjoy tremendously,83,514,0.03225716,7.792783,-0.33994704,en,0
Age of Rivals,good card game much else say,6,28,-0.028322497,9.852196,-1.9517603,en,0
Age of Wonders III,solid x fantasy game I like combat system lot,9,45,-0.057230063,7.8309145,0.60736716,en,0
Wolfenstein: The Old Blood,nice addition probably expensive still good,6,43,-0.060228564,11.5298,2.7221982,en,0
Wolfenstein II: The New Colossus,enjoyable lot feel short price get vast budget set make work antifa propaganda acid timing game could well edit nd playthroughid say worth original price writing overthetop good possible way kind fever hallucination america bunch scandanavians could produce I mean compliment,41,275,-0.05965389,6.6374965,-1.3144205,en,0
Mass Effect (2007),one good game type surmount sequel,6,34,-0.02471934,7.0338454,2.6986997,en,0
Total War: WARHAMMER,almost good medieval total war come high praise since med tw one favorite strategy game time I love unit mix wonderful graphic hero seem powerful,25,145,-0.040070403,8.218361,1.1155107,en,0
Hard West,goofy get probably offensive many I recommend yet really good tactical game lot cool story idea,16,95,-0.0065350523,8.763184,1.944785,en,0
The Spell Brigade,I get disconnect time internet fine every single game server host selection whatever bad thing get disconnect gain exp anything waste itme,22,138,0.0076417103,11.607573,0.91437715,en,1
Digseum,awesome casual game although qol qould nice click x map start animation easy move map upgrade dig interface see dream fragment leave map,23,136,-0.04062373,9.1424055,0.06030597,en,0
Windowkill,fuck hat whoever program insane execution,6,41,0.007771892,9.287249,2.1456308,en,0
Iratus: Lord of the Dead,would great tactical game give I hint enemy intent leave I guess would also great I click every single ability instead would able use hotkey would great I could lock standard army without select every time I move map base idea cool execution lack devs desperately need someone know something qol usability,52,305,-0.06330535,9.62693,-0.23267575,en,0
Tainted Grail: Conquest,know summon creature could fun game lot flaw hotkey cast card run around map weird wyrd mechanic core mechanic fighting card cool,22,129,-0.044896595,9.365477,-2.0049994,en,0
Children of Morta,game beautiful I wish spend money actual gameplay autoaim ignore nearby creature thus miss dodge wonky rpgelement mostly temporary I wish get permanent multishot note singleplayer review I guess coop game fun,32,208,-0.05138723,9.708966,0.4025851,en,0
DREAMGATE,slay spire meet hearthstone definitely great combination fun high replayability still game miss hotkey I expect amazingly low price,19,131,-0.022917727,9.9511385,-1.7425219,en,0
Tametsi,game hard really hard always solution tip use drawing feature mark solution boil mark onlytilepossiblitie,15,105,-0.01949316,9.384229,0.78115976,en,0
Voxelgram,idea execution great intellectually challenging I complete level workshop I curious kind voxel image hide fun challenge gallery bring resemblance challenge compare something like hexcell tametsi sweat every move,29,211,-0.06591004,8.323449,2.2955635,en,0
Card Quest,game hidden gem carefully craft winitall strategy combine numerous item associated set attack base atmosphere deck build mechanic I like slay spire roguebook whereas similar bloodcard obiously game flaw real keyboard control thing lack explanation example unaware prevent dodge happen char hide also cool part try see happen I guess make game much fun I,55,353,-0.076158814,9.435725,-1.8295686,en,0
Delete,relax similiar hexcell tametsi unfortunately short wish level,8,61,-0.0071604955,8.523498,2.8071284,en,16
Pyre,like storyrich game definitely treat unfortunately I I get really cool interesting sportsarena game get pollute lot pointless dialogue add insult injury game crash nailbite fight buy really click hundred pointless dialogue watch animation cart travel b c otherwise stay away,41,274,-0.01097744,7.1327877,0.8837739,en,0
Blood Card,good fun challenge unique game mechanic bad hotkey,8,50,-0.0936282,9.616421,2.06034,en,0
Graveyard Keeper,game addict I still recommend art setting story fun immersive core mechanic everything repetetive chore run around craft run around content hardlocke behind quest gate speak specific non player character specific weekday fast way fastforward time meditate sleeping fast even minimize game background autopause focus loss furthermore ingame recipe run somewhere remember need craft run back base craft run build end h run finish get derail donkey come anymore bring I corpse I need corpse get skull quest,78,503,0.03956124,8.101827,-0.13380374,en,0
I Can't Believe It's Not Gambling,game spend ct sate gambling need healthy investment save million,10,64,0.052631944,11.157947,2.267672,en,0
Mount & Blade: Warband,good create kingdom simulator even well mod,7,43,-0.064084716,9.1253195,1.1945286,en,0
Awesomenauts - the 2D moba,I buy game finance devs remove feature I buy make free I feel scammed,14,69,-0.07330691,10.562913,1.4756352,en,0
Path of Exile,definite successor diablo almost everything set item miss,8,57,-0.045920998,10.922213,-1.2435527,en,0
Victor Vran ARPG,maybe worth full overall solid arpg experience I fun play matter,11,64,-0.014157707,10.410301,-0.86253905,en,0
Stardew Valley,I play hour I go bed I get next morning I hear sound rain I think good I need water plant today,22,95,0.030036021,10.510157,2.57698,en,0
The Elder Scrolls V: Skyrim,skyrim decent game make great mod bethesda publisher start people pay mod vanilla game without mod nothing I would recommend people play,22,136,-0.027785854,6.3554783,-1.0620345,en,0
Mountain,interesting game use ressource like crazy also prevent I use keyboard I run background,14,86,-0.005425602,10.658925,0.20807976,en,3
Slice & Dice,great little indie game mechanic fun simple make game fun massive variety run,13,77,0.014089092,8.607508,1.4307082,en,0
Legion TD 2 - Multiplayer Tower Defense,look new game happy find one simple learn hard master type game thing I enjoy already I tell deep I barely understand go I mean good way haha,28,141,0.035263542,9.192579,0.36851957,en,0
Master of Orion,bit simplistic side thing often simple plainly well,8,51,0.024468055,10.981185,4.467999,en,0
World War Z,play mic friend great time swear eachother laugh eachother kill lot zombie great replaylability need make ui friendly aver great coop game,22,138,-0.08504013,10.0059,0.5400932,en,0
Back 4 Blood,awesome sequel legendary leave dead awesome graphic adequate story bug releaseexcellent fun playing friend expect update content least next couple year highly recommend,23,168,-0.07797147,7.0684342,2.5689788,en,0
Counter-Strike 2,game like old love old love like bomb plant heart always come rush go heaven pun intend,17,87,-0.04394874,8.711608,2.2882435,en,0
Mini Z Racers Turbo,game could fun potential fun game really fail miserably every character play slow difficult handle corner ai ai get character previously lot fast handle corner almost perfectly thus race mechanic really fail every time money system give gringe feel take soooo long get decent ammount money even simple upgrade I make far get useful upgrade also someone explain I upgrade let unlock scene storyboard frickin use last importantly finish championship matter finish st last game get back main menu thing exit game buy thing enter another championship enter game mode conclusion game badly execute broken get even find free giveaway,100,627,0.0031179057,9.289576,0.09423252,en,0
Slay the Spire,game great early access I wait see store full release philodoophy mechanic well thought intuitive replayability value great gme keep come back daily challenge major factor give daily breath fresh air game,32,204,-0.074395105,9.243791,0.64362043,en,0
Xenonauts,faithful modernization classic strategy gameplay aerial combat bad game suffer nongamebreaking bug turnbase combat core gameplay extremely solid unlike xcom successor,21,166,-0.011383032,8.6237955,-0.20588227,en,0
Who Pressed Mute on Uncle Marcus?,decent basic premise plot suffer weird irregularity replay quizgiving family member act completely differently private conversation different oddly phase dialogue different people tell thing round poor skip control tab skip often flag repetitive dialog new way skip specific point game worth play hurt wallet,44,308,0.08514631,6.6905403,0.93598336,en,0
Destroyer: The U-Boat Hunter,I guess important thing note classic multiplayer game often play two team one sub one destroyer extremely underwhelming implement could amazing experience multiplayer support dumb singleplayer,26,192,0.0046373373,9.829774,-0.003974124,en,13
Trek to Yomi,trek yomi shine faithfulness oldstyle japanese samurai film impressive visual style voice acting animation fail account good game press xx slash enemys face also block little bit boring,28,185,-0.13571906,7.047454,0.106629126,en,0
Forgive Me Father,first thing I notice forgive I father black screen present boot I search discussion find solution thing monitor try figure resolve issue I anything however minute game pick display launch screen game start lot story I expect comparable amount story ingame game core fairly basic shooter game mechanic innovative play default setting I also notice bad screen tear ever see vsync option turn resolve issue something everyone go know game suffer poor screen synchronization vsync default I might come back game give positive review system stable boot second time confront second black screen I decide game novel enough I keep deal tech issue shooter similar old doom much solved problem I expect game implement one far smooth glitchfree experience one,120,748,-0.026694724,11.325899,0.5291202,en,1
Railroad Corporation,shovelware railroad baron may illiterate incomprehensible could speak fluent english game mechanic worth stick around,15,117,0.04873087,9.123078,1.4586859,en,0
Go! Go! Nippon! ~My First Trip to Japan~,recently think I give game another shot learn bit japanese lack furigana make japanese text prohibitive beginning casual learner require kanji,21,142,0.0076413574,8.95444,1.6267517,en,0
Hello Pollution!,bit buggy gamebreakingly I willing overlook gameplay storyline,8,62,-0.0556104,10.768707,0.9191749,en,1
BioShock Infinite,review qol update correct game long run reliably,8,48,-0.006677468,10.414653,1.9992243,en,1
,game good good enough endure random hissyfit publisher I never care game name attempt make I httpsstoresteampoweredcomnewsappview I trust product remain untouched decline sanity andor political grandstanding unfortunately day age furnish whatever publisher give real time safe investment,38,287,-0.020547844,7.042178,-0.014140555,en,0
Maneater,maneater openworld rpg fresh theme unfortunately I find control interaction unsatisfye,11,86,0.027028603,10.516087,0.17165305,en,3
Heal,heal linear easy puzzle game melodramatic narrative far well entry genre distraint submachine,13,93,-0.0044607837,6.8954606,1.326596,en,0
The Signifier Director's Cut,signifier suffer negative impact fairly common trend videogame simplification interface much game take place reconstructed mindscape odd distortion glitche voxel blitte environment figure interact always straightforward problem devs attempt resolve two way make system ingame rule interaction restrict level interaction allow rule system work less restriction interaction uniform enough allow pick average object move certain way slightly visually counterindicate always clear allow sometimes merely look something enough trigger quicktime event advance plot sometimes click eye hand icon always immediately visible reason vr version hotly anticipate would potentially fix much interaction problem also probably reason forthcoming make would likely require nontrivial interaction fix,102,783,0.04154554,8.600413,-0.23180243,en,0
Mars Horizon,space exploration make possible tireless effort scientist get mindboggle velocity design system function vacuum generally predictable easy understand mar horizon put head space agency sweep technical detail rug progress mar horizon make mission launch module space perform certain action minigame potential hamper fact action effect almost completely decouple real thing manage several different bin resource start energy need create communication datum navigation etc fine action use manipulate motivation critical success failure technobabble special resource like alignment heat thrust well job tie actual reality mission exception rule egregious opinion energy mechanism like result action could force energy feel cheap something actually go wrong mission like throw energy help result I find I able immerse mission I want rest game turnbase management sim compete rival space agency first various preset mission objective also diplomacy system interaction agency feel distant limited mostly try make sure spend money wisely enough keep space program run large part early game worry find room building space agency want base reason decide build hilly heavily woode area chop tree level land cost money forget adjacency bonus place different building type next something I could find explanation beyond red green line appear go attempt place building next I quit sometime around manned mission moon I feel like rocket part facility accountant space explorer bad I really want like game decently model rendition actual historical rocket stage interesting blurb pop complete mission research cynically probably condition support esa something could interesting educational experience closely integrate actual history engaging experience stick close actual mechanic spaceflight funn experience increase potential interaction agency make game multiplayer instead turn singleplayer slog,267,1884,0.06216115,7.935762,-2.044501,en,0
Beyond: Two Souls,beyond two soul interesting concept end underwhelme execution first thing might notice start game quality face model high unfortunately rest game continue deliver quality topic face rig quite good enough many expression end look bit wooden also large shortfall writing gameplay gameplay gameplay two soul often interesting engaging use remote change television channel quite sure button need press change core gameplay center around walk basic object interaction quicktime event occasional dialogue choice walking interaction portion fairly restrictive obtrusive method keep player rail also sometimes fail indicate progress certain action like walk give area interact plot irrelevant object end categorically disallow easy assume certain choice action disallow obviously present additionally far easy end stuck object walk pace rarely vary even run would narratively appropriate one point run immediately bug get character catch wall see character walk cycle stick corner table funny break immersion much game guardrail quicktime event I recognize neccessary evil provide people good game way feel immersed triumphant gameplay however beyond two soul suffer often cue directional reaction unclear write writing end fail I two level overall storyline ok writing constantly melodramatic make many narrative decision maximize drama instead provide explanation background path work linear I even get dialogue blatantly contradict choice make early basic level canon continuity story lack power ability spirit control seems drive purely narrative convenience many detail game world end give game level narrative quality bad movie entertain moment cheesy easily forgettable ps go wrong beyond two soul include information development unlock collect certain bonus aiden I unlock I notice I unlock quantic dream good concept I unlock two trailer game currently production find least interesting two soul I surprised learn game almost entirely use motion capture rigidness facial model point derpy walk cycle indicate quantic dream adequately invest algorithm qa necessary translate capture game world despite enormous investment capture creative team run dictatorship scriptwriter top know make unsurprise writing often anemic many player decision rail interview gameplay david cage state idea want story play follow quote associate lead gamplay developer simon wasselin state develop game constantly check see match mind case go back writing stage keep work perfectly match david vision unhealthy way run creative team competent creator know take criticism collaborate adapt medium skill would difficult hone display environment,376,2622,0.054457586,7.2893577,-1.6359245,en,0
Waking,wake ask lot player investment real first name significant desire difficulty return offer experience low interactivity poorly polish gameplay example bad object hitboxe I experience game,26,186,0.037667073,8.722752,-0.3580432,en,0
Hot Lava,I find nostalgia extremely cloying control tight I like someone work hard make sure viable game,16,95,-0.051418476,9.427997,2.3280065,en,0
GARAGE: Bad Trip,end I quite recommend garage bad trip gameplay quite tight enough term control scheme mechanic secret passage event liberally scatter throughout game necessary progression game demonstrate always well additional content level gimmick serve distract rather enhance game I stick game level completely peaceful serve interlude story unfortunately I find story imperfectly polish gameplay end garage demand take seriously bit much I clear could far bad I would recommend something little polished,71,492,0.03417858,6.9852366,0.81514364,en,0
Relicta,thing relicta well storyline visual basic puzzle structure thing relicta well integrate puzzle storyline cue player enough help solve puzzle progress make puzzle gameplay smooth enough satisfy platforme accurately represent amount disk space take steam store requirement,37,270,-0.013539737,7.9251738,1.8935996,en,0
Dungeon of Zolthan,dungeon zolthan game basic graphic basically homage bowser dungeon level super mario bros include borrow mechanic aesthetic main difference mario generally get weak game progress get strong unlock new skill ability finally ready face zolthan,35,241,-0.05024502,7.893341,-0.49888623,en,0
Borderlands 2 VR,borderland vr since borderland develop pc good vr experience I give rate say tin,14,80,0.014277528,12.591282,0.54979753,en,0
Concrete Jungle,remote play together excuse get game,6,36,0.04081627,11.02948,1.3049649,en,0
The Room VR: A Dark Matter,nice experience puzzle world beautiful movement little annoying,8,63,0.02841413,7.868489,2.539993,en,0
Iris and the Giant,base game classic difficulty good mode seem like may balance issue,11,66,0.026338724,9.985697,0.0793057,en,0
Not Tonight,badly paper please clone tonedeaf political commentary distinguish beginning someone scrawl euro go home alternate world hasty complicationfree enormously politically consolidate brexit,22,185,-0.07071267,7.3839016,-1.1758128,en,0
LUFTRAUSERS,despite fact game six year old many game modular gameplay well much effect,13,74,0.0192955,9.017931,1.8861294,en,0
NEKO-NIN exHeart,far superior nekopara give character real though slightly less virtuous personality,11,83,0.013265477,6.833616,0.7769708,en,4
Treasure Hunter Simulator,start relaxing fun clearly shovelware crash glitch frequent annoying even though rarely impact game state item distribution illtune vary appropriately region region incredibly overpriced,24,186,0.0013980984,11.495985,0.7177713,en,1
5D Chess With Multiverse Time Travel,let clear chess multiverse time travel really good idea I recommend wholeheartedly follow proviso really chess dimension evidence chess board repeat time multiverse dimension title I expect time travel would addition full dimension rule around timemultiverse travel bit dicey whether like chess polished game well balanced still allow special case easy grasp contrast multiverse portion game feel much like first version end even remotely balanced thing like somewhat arbitrary restriction number active board importance multiverse order add obscurity game somewhat flat extension piece move additional dimension mean piece ability dimension end balanced pawn near worthless knight due unique ability move freely multiverse far powerful developer attempt address shortcoming introduce two new piece game dragon unicorn essentially act like multiversenative variation bishop barely scratch surface possible dimension playerbase small frankly problem forgivable active playerbase good game still quite small far I know localize game discord server good meme get think multidimensional possibility edit play bit decent public match even balance issue persist one setup misc small matein well chess much negative review much reflection anemic playerbase edit join discord server solve main gripe game change review positive,186,1319,0.06194828,8.131779,-1.97714,en,0
Aurion: Legacy of the Kori-Odan,lot thing almost game quite combat system innovative polished challenging animation style help characterize sprite look bit cheesy static background resolution issue story intriguing never particularly interesting excessively stilte game design around combat huge part I recommend game important story battle beat happen cutscene player input combat feel grindy samey resolution screen end battle distract game break immersion say something fun I game watch character sprite battle cutscene wish actual combat anything similar,73,526,-0.017613653,7.763402,0.929795,en,0
Probability 0,probability start chase spider hurt touch later realize spider good friend,11,74,-0.025499362,8.102203,4.7017922,en,18
Sakura Fox Adventure,rough unpolished narrative hurt toosparse character art still I think worthwhile portrait abusive relationship make poignant fact abuser win four time five,22,155,-0.010936532,6.735036,1.5028504,en,4
Kimmy,kimmy negative review good question one I ask start text slow way skip gameplay bit ragged involve reproduce rule various children game order play none awesome alternate rule set valid time I quit leave negative review however I suck storyline child play tell care overall setting nostalgic making comfortable way tell story still light tone portion I still issue storyline make edit actually negative review I idea page say,69,424,-0.024001997,6.4871125,-0.6272456,en,0
Battle Bruise,worth probably worth debatable worth every single cent,8,54,-0.07163874,11.485617,3.112326,en,0
Space Pilgrim Episode I: Alpha Centauri,fresh well think episode adventure space courier writing shine characterdriven linear rpg,12,89,-0.090748765,6.637961,1.0294442,en,0
,review say angle cursor rest direction character shoot small one either like hit box mess extent even move along floor fluidly alien trouble attack hitbox repulsion I shoot alien able easily step outside level drift across empty space I farm minute leave review,43,261,0.04280882,9.886415,0.1722562,en,8
,good idea well playteste difficulty go really quickly die game restart first time restart language change russian second time stop take input I keep click escape go back main menu beginning really challenging fun yet I play make small mistake later part update module get good make sense update fall update death timer update break thin block two thin block level conceal update break large block nothing else sort game quality expect see good game jam result sort playable appreciate idea get sense devs go yet still need elbow grease finished product sort game I expect purchase steam,98,586,-0.028085353,9.721638,0.19877969,en,0
Caster,clearly good deal thought effort put caster still enough thought effort caster bare bone good game nice power engaging storyline engrossing world problem incomplete power balance tune level storyline lacks write get claustrophobic glimpse world little indication distance sad clearly could good game devs mechanic pat studio excel polishing shipping fail still like I feel like pay tech demo,59,391,-0.036554914,8.669039,-0.24210213,en,0
Darkest Dungeon®,worth hype someone play enjoy many game similar genre I excited play darkest dungeon find hold comparison play obvious game compare monster den book dread monster den free turn base game explore dungeon fight enemy reward town combat incredibly nuanced rewarding compare dark dungeon combat feel repetitive clunky equip system also nearly harrowing generally one two character equip even work need worry get rare shoe get cloth stocking still something say simplicity modern xcom games abstract lot choice leave movement system variation fire still formidable chancebase strategy darkest dungeon essentially thing movement problem movement lot constrain position every battle player mostly stand place keep attack effective leave management torch loot town attack deep mechanic one powerful draw dark dungeon roguelike progress invite feel like move forward even hero crumple foot add storystyle progress roguelike difficult yet emotionally powerful mechanic difficult right dark dungeon use rpgstyle checklist well town management mechanic motivate effective elegant solution prone feel sometimes slog dark hall oppose participate story another draw art style even mechanic game well oil could make slick visual style I admit I know anything quite striking stress victory halo hero get fail succeed still game unique right either topdown shooter dark purpose bit different gameplaywise still far well motivate roguelike progress equally good put visual style make question dark nature humanity conclusion look dark dungeon say cthulianstyle roguelike management game I need purchase disappoint like I say dark dungeon I hear good thing must really great I recommend think twice much well elsewhere,251,1698,0.021596953,7.5125175,-1.9672824,en,0
Our Darker Purpose,bind isaac gameplay meet risk rain character development starve style art game may extremely novel stand nonetheless despite playability strong whiff devs first game look new release avidly wild game like high polish far I know new release actually forthcoming play game convince I get past poor polish see game strength weakness strength strong storybase gameplay often difficult roguelike achieve dark purpose admirable job lore achievement system strong sense progression achievement system along credit system chapter progression combine make seem like move forward even die weakness nonprocedural generation many room spawn fight enemy room get old tenth time even multiple play style bug aside somewhat klutzy feel hitboxe game interaction work explain intend I look people meet edgewood,118,793,-0.039249595,7.698745,-0.5460091,en,0
MASSIVE CHALICE,I make way year take charge chalice I originally plan write cautious positive review game deserve praise solid mechanic demonstrate make game fun even plod selfinsert write repetitive gameplay general lack refinement several aspect game plan say game good would great polish unfortunately finish I find unable give recommendation context everything game build towards charging chalice send crack team five controllable hero occasional battle decide research intercourse economy upper class attuned chalice nation beset sinister enemy cadence rest time sleep game build chalice mystical power dialoguebase time shenanigan curative power spice year wait choice dialogue actually necessary respite tedium waiting year go battle mildly varied still quite limited class location soon become bit repetitive naturally I expect something special final battle perhaps able use hero epic final stand go time shenanigan early able choose hero pass away well alive I somewhat disappointed selection make normally turn actually something different final battle enemy attempt attack hp chalice instead hero something actually make easy oh well I play normal perhaps would epic great difficulty dispatch last enemy ending disappointment flop visual emotional writing level much bad start cutscene year expect something bit drama last look kingdom something grand reveal hamhande little impact make halfday play game take worthwhile I retry game brutal hardcore difficulty though worth note I never restore save first game long story short heart long whole game build toward end since I know great shake slog I make maybe year alchemist blow even though I well might persist I long feel tldr brilliant idea disappointing,256,1704,-0.04983718,7.5474424,-1.7342415,en,0
PAYDAY 2,payday use decent game something boot couple friend spend minute yell one trip alarm keep die third take loot polar opposite dropoff zone overwhelm heavy police presence overkill may go well overkill downloadable content add new content game even tend bit bit pricey october th new addition game call addition far generous sudden new crate drop system I continue let I say I actually oppose idea system put aside fact overkill point explicitly promise make microtransaction system part game tf crate drop system I must spend point fine get everything need play game free weapon drop crate system serve solely make available cosmetic function support free game coincidentally also amount spend far payday game downloadable content acquisition payday crate safe carry skin skin much contentwise entirely ancillary gameplay I hear logical rational portion brain shout really criticize overkill add something new game well try even manage break game mod include hoxhud thought count perhaps wallet look close take key drill crate safe find skin correspond stat boost try play game find safedropping update coincide weaken nearly every reasonably playable gun weaken make unplayable without stat boost sudden thing look lot less funny order play game may spend ballpark need unlock safe drill money time take hope get skin weapon hope skin good stat bring weapon par update hope skin look ugly hell lot hopingmoneyplaytimeetc takehome drop safe people classic gag funny happen kind strike overkill really,236,1499,0.017782101,8.07406,-1.959675,en,0
bit Dungeon II,beautiful pixel art permadeath mean something,6,45,-0.040830843,8.246301,2.3869996,en,14
Arma Tactics,game quite bad review would make seem base actually fairly nifty tactic thing I encounter bug play window irritate problem correspondence zoom whether I look inside outside building unfortunate part obviously port tablet use captive audience mechanic buy equipment level character proficiency use currency generate ingame really start squad make campaign winnable I would actually recommend anyone scad free time price find ungracious timesinkhole less fact fairly common practice give sinkhole away free simply sell ladder,76,523,-0.05968986,6.45147,-0.42831254,en,0
Dominique Pamplemousse,lifechange affect least purchase wrong reason interactive contemporary opera game prepare mostly spectate imperfect claymation production,16,137,0.028426351,8.625536,-0.57899165,en,0
Zeno Clash 2,first let I preface review say zeno clash good thing ever I go write rave review I foolishly decide play zeno clash first problem start tutorialprelude I might play tutorial also label prelude punch metamoq face voiceover recap plot previous zeno clash background sound like thing indicate good first zeno clash first thing I notice lack filter first zeno clash hazy effect make distant object blur add atmosphere I assume attribute zenozoik apparently since effect go game instead music add voiceover music use sparingly first zeno clash overall effect excessive melodrama oh well bit overdone plot still awesome punch metamoq face till simple right I defeat last game know go much turn combo stuff lock key switch minor annoyance annoying bit difficult connect attack I find tutorial glitche I manage check box without fulfil requirement stand since game move forward I satisfy actual requirement I start worry game might overcome feature creep worry abate I find despite beat previous game I unable part launch combo require tutorial even ironic since come metamoqs quote satisfied feel must matter reach perfection apprehensive I finally quit endless nightmare face downcast metamoq start real game hopeful tutorial illconceive quick addon course problem continue real game combat system complex I idea I first fight ai manage trip without clever guidance I first game plan right heavy enemy smash light one get light one glare unable attack enemy interpose even attack enemy behind distract pick weapon something I exploit defeat one scene ai first game actually pretty good hide shooting range think stuff like sneak behind I see I see much well somehow combat look jittery lighting I see new creature design even nudity knock stumble across egregious example feature creep remember lock key remappe key exit area understand terrible understand first zeno clash work would sometimes walk place without fight sometimes would fight another example metamoqs wisdom oh well I exit story go one great strength first zeno clash much little dialogue case take three sentence sister tell help break fathermother jail nothing oh wait tower say level feature creep indeed let go get stuck realize skill point yet pull map utterly butcher charming minimalism one first zeno clash forget put away leave stuck remember run around aimlessly talk person wait sec get quest become rpg anyway first zeno clash good rpg,387,2407,-0.004879641,7.8657165,-1.9349945,en,0
Company of Heroes 2,I imagine feeling pay game go find every shred content downloadable content I get humble bundle card probably make portion I pay I disappointed find I essentially buy platform without even small campaign get I game option mechanistic game tutorial ai online playing online paying card farming I,48,294,-0.051822852,5.59258,0.082653634,en,0
WORLD END ECONOMiCA episode.01,beginning world end economica lowfi heartbeat sound mean protagonist echo ear running escape catch truancy quality emphasize low budget clumsy nature program almost like book constantly doubleclick read action merely cut black white toward end screen often blank picture text I finish read world end economica I hear sound similar one start sound different full sound heartbeat echo headphone elevate tension excitement story well tell,65,435,0.036023676,6.6008906,1.3193756,en,0
Terra Nil,really lovely game I would like way simy less puzzley,10,53,-0.05370593,7.928366,2.6548662,en,0
Ravenous Devils,sweeney todd videogame I would prefer streamlined automated simy instead beng micro intensive I really like likei wish I could queue action I hate see guy stand around efficient oh audio cutscene strange reason oh well also holy fck talk plant hilarious,42,253,-0.080425344,6.802214,0.94155157,en,0
The Children of Clay,bit short side high quality rely cheap shtty jumpscare either dev say work something new I eager see like effective psychological horror one obscure gem,25,152,-0.014373158,6.798308,2.7968242,en,0
Beyond Citadel,I arse write proper review right I say huge improvement first game also boomer shooter offense people call boomer shooter idea word actually mean oh also work win despite store page say,32,185,-0.04441138,6.816314,-0.77028376,en,0
Hellenica,really combat puzzle game srpg still pretty good,8,48,-0.06992854,8.056925,2.6170504,en,0
Magic Archery,I see overwhelmingly positive rating one good clicker I ever play complaint bit short,14,85,-0.075533405,10.506939,1.2549995,en,0
Shovel Knight: Treasure Trove,I see game rate overwhelmingly positive,6,39,0.042307917,6.2452173,-0.606197,en,0
Skullgirls 2nd Encore,reason I refund game I buy virtue signalling make society well actively degrade instead jerkingfingere actually make real positive difference world ego masturbation make feel like good person without actually anything good person literally exact opposite good person remember back sshole politician try scapegoat doom responsible columbine exact bad faith argument cut fck already scummy dirtbag,56,395,-0.07851449,8.515165,-0.8801539,en,0
Stone Age Wars,shtty port shtty mobile game obviously balanced around microtransation read fcking balance every level ai blatantly fcke cheat render literally impossible progress fcking ripoff I play free flash game infinitely well,31,216,-0.016576564,9.466655,0.61428165,en,0
Half-Life,game sure age well amount rise tint nostalgia goggle go change easily overrated game series time,16,96,-0.035589352,9.270642,2.3368344,en,0
Udonge in Interspecies Cave,pron really well draw animate expense gameplay bit want something wank great want actually fun game probably hard pass depth gameplay pretty basic little depth control also bit rough come certain attack could use polish movement jump hand fine also short level probably beat like pretty obvious entire budget go pron gameplay part,53,330,-0.07254105,7.8247867,0.79903436,en,0
Wife Quest,angry violent psychopath murder local ntr enthusiast,7,52,-0.06637096,8.218689,3.8480363,en,4
HoloCure - Save the Fans!,someone gamer literally entire life absolute good game free game easily worth least,13,83,-0.06545918,10.313343,2.3781192,en,0
