game,cleaned_reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2
Raft,absolutely perfect path follow awesome world thing really realistic make thing enjoyable also nice soundtrack recommend chill friend,18,132,-0.069379084,11.820679,8.640315
Raft,seagull,1,7,-0.01725881,13.16436,6.256968
Raft,I girlfriend lesbian find game able play multiplayer keep entertain hour game appreciate much I wish island big explore I wish quickselect button easily eat inventory I also destroy craft furniture like purifier grill acquire item I use I wish could dress character old shoe plastic give awareness pollution sea thank kudo redbeet axolot,54,337,0.014930317,12.692911,10.312877
Raft,great game would give positive review support k least k k support even k pathetic go play like break ass simp refunded,22,118,-0.08743184,14.102951,10.978116
Raft,suck,1,4,-0.024851775,14.516881,5.844837
Raft,similar forest decent game play friend story part pretty boring tedious story island platformer puzzle time last island something return raft multiple time stock food water last island boss fight puzzle design really poorly resource boss fight part also combat feel good I guess huge problem game crafting decent gather resource get hard bit annoying gather resource easy I think game would much fun play since player need resource raft game give player sadly wait able find require resource build still worth try especially price,85,530,0.023415362,12.360492,9.886475
Days Gone,one boring uninteresting game I ever play buy game fun zombie combat control extremely clunky zombie take backseat human enemy fun part game run away massive zombie hoard however I get halfway main campaign happen handful time I finish game honestly wish I never buy,45,266,-0.002994454,11.666884,8.445226
Days Gone,day go underrated former playstation exclusive stand great reason see console exclusives come pc maybe could get sequel play k max setting use amd rx xt ryzen x gb ram review base complete blind playthrough normal difficulty gameplay good standard feeling gunplay mechanic slightly hinder repetition story slightly unique take zombie apocalypse genre latergame story element really take prize part early third act feel little slow graphic visually great well optimize ue performance card break sweat drop frame fight large lategame horde k frame per second music sound design hear lot freaker noise course one playthrough sound effect nothing special world sound great accurately represent spirit pnw replayability I particularly fond replay large open world game game ng mechanic seem available immediately start game I would definitely recommend game anyone even full price game feel hamper aspect especially survival element fill gas repair bike etc feel like developer want restrict budget schedule character world design inspire wellexecute deacon st john great character never feel like selfinsert rather I control character desire concern motive relationship boozer character along way expertly craft even open world dialogue constantly make I wonder character time prologue main story main story overall enjoyable well write though vanilla end may leave people unsatisfie I feel little abrupt however play game sure complete epilogue mission I say much miss story bomb,223,1476,0.026573028,10.440584,11.497101
Days Gone,long ride,2,9,-0.017389372,15.209225,6.574409
Days Gone,bad act combine shallow badly slap together story arc playable time kill game play buy hard sale like ton bug around place turn trainer actually make game playable bearable score would,31,184,-0.02014362,13.134659,10.164002
Days Gone,basically last pc open world biking,6,35,0.060278997,12.670047,8.736266
Days Gone,game mechanic amazing zombie super scary take horde super fun,10,61,-0.10361564,11.837695,7.6346045
Days Gone,I first hear day go I stick nose mainly I kinda tired zombie game yes I feel like everyone agree zombie fatigue real much alive eventually get game actually make zombie somewhat fun day go prime example make zombie cool mainly treat less like obstacle set dress yes kill lot zombie game beneath infected corpse recently depart rest amazing story gracefully carry excellent cast game world honestly bend studio deserve lot praise especially lead character deacon I say definitely pick give go aware game relatively slow start,87,524,-0.0040605287,11.185718,8.980398
Days Gone,I love obrian,3,13,-0.024683781,12.644548,6.0224743
Yakuza 4 Remastered,good male barbie game block,5,27,-0.026359135,13.267234,7.1147866
Gunpoint,nice short I complete hour thumb sale,7,37,-0.080211625,15.13661,8.880148
Gunpoint,I love game jazz soundtrack bug I manage compose jazz invent persona,12,68,-0.023880305,11.792388,9.234358
Shatterline,game bad I tend leave recommendation neutral review mine engine great game run well even shooting feel fine two different aspect game pve pvp reward ingame progress unlock upgrade I pull game via roguelike pveexperience man team lot go different character build two active skill various passive keep unlock main issue game repeat tedious manner arena fight arena fight require three player present experience round get well spend game way around even stale,73,456,-0.0024867335,12.706011,11.02578
The Signal From Tölva,graphic borderland level quite good gameplay dull storyline inexistent fighting easy repetative walk around clunk away hour hour fight semistupid droid way collect reward quite pointless loss time,28,196,-0.00077130314,11.150393,9.450984
The Signal From Tölva,recommend people look leisurely stroll interesting scifi world story even though I enjoy game I still give thumb well crafted interesting may appeal people world decent amount cool interesting thing look I enjoy scifi theme world story interest I combat quest area lot walk I recommend game folk like explore world look around prefer game minimal downtime enjoy take scenery sure fence I recommend pass,65,402,0.05315305,11.824794,10.340436
Mafia,old fun plus remake might well wait three month remastered version,11,66,-0.041735653,10.419894,8.085604
DiRT 4,good clean fun,3,14,-0.062094465,15.211626,6.553088
DiRT 4,dirt,1,4,-0.03981163,13.514734,5.739076
eFootball™,imagine port mobile game platform year laugh ass,8,48,-0.023135139,13.250004,9.911118
eFootball™,need bit work,3,13,-0.012296606,14.845783,6.8316126
eFootball™,pass bad,2,8,0.01687628,14.200936,5.7826657
Battlefield™ 2042,bit close battlefield previous entry environmental disaster make fun come back portal mode offer content bf bad company make good buy whether want experience wacky new gadget map relax lobby nostalgic map,32,204,0.021483177,13.232045,10.823747
Battlefield™ 2042,experience lot hour I think I right type good bad side game first I tell game almost playable unless well work ssd matter sata battlefield franchise go since last title series battlefield first release people say game literally unplayable every side good thing game fix technically right usually see technical problem good setup good side feature play sundance mackay actually fun conquest even flank enemy behind get lot frag game fast gameplay mechanic compare old title mean get fast kill depend gameplay I like rifle gun really cool play rate fire much high compare bf squad revive new feature I find ok include series change gun attachment game changer change play correctly cross play player server really necessary make find server easy finally see much people objective play teammate enemy call vehicle run infantry damn vehicle base map hourglass renewal need free slot call sometimes wait give battle pass worth pay wanna get lot experience point booster battlefield coin game refund progression reward bad side unfortunately game literally official server browser choose map want play case random number generator one way change map click game mode willing play game count find server moment cancel search game want map example get hourglass want play cancel search game try find good one comment sometimes least I I get black screen I first launch game I search lot forum thread topic order fix could find working solution team switch game country cool thing I battlefield country battlefield I mention ssd requirement sometimes game load main menu leave server get stick black screen like I get first launch despite everything I kinda like game least playable give try good setup curious thank read,279,1711,-0.05069427,10.8517,11.507079
Battlefield™ 2042,thank eadice make free day I feel sad money buy game,11,52,-0.06944428,14.698451,9.712054
Battlefield™ 2042,battlefield frame per second bad,5,32,0.037675925,13.930544,9.935125
Battlefield™ 2042,I mean I like play bot come work get boring quite fast ton issue stuff ask miss stuff actually ask also hate woke customer blame attitude company display ahh hell suffer cod mw waste good deal money refund possible several update bf receive I go turn review positive game go good,51,279,-0.09568063,13.466926,11.090257
Battlefield™ 2042,embarassingly bad,2,17,-0.05841049,14.451389,5.8310037
Battlefield™ 2042,game garbage I hope ea dice close game cheater infest asia ea nothing game mouse input problem never fix since beta game lack feature past title game bad map design history battlefield,32,184,0.008174827,14.279012,10.581993
Battlefield™ 2042,bad game make actual passion plan mind serve vehicle sell downloadable content hero shooter I might able look past abolition class system make hero shooter I care specialist I think look stupid I want play indian hacker sharlto copely bushwookie game go force dumb vs ru story climate change armageddon I want create ru soldier besides extremely poorly think bad game portal crack map paltry example weapon awful I hate friend pressure I buy I could play halo free end quit game public version even launch I eventually get refund ill never back goodnight sweet prince battlefield dead,98,584,-0.0064137736,12.811776,10.803088
Battlefield™ 2042,video game,2,10,0.011025113,13.560868,7.90716
Battlefield™ 2042,I like,2,6,-0.1149312,14.491509,5.5548778
ORION: Prelude,playable get sale still feel rob,6,32,-0.010601975,15.054364,9.279105
Divinity II: Developer's Cut,like larian game I play complete mess poor write awkward quest little lead quest item mark junk clunky messy combat poor ai bugs galore general amateur look feel game I mean ffs transform dragonbut attack enemy land pretty much sum level professional quality game I mind pay experience point mind reading way game setup feel gimp I yet find place enemy respawn I train I hit brick wall half asse explorer minion thing get tower money cover little much worth spend I maybe purchase piece gear far I give prop full voice act although I imagine add director cut original release tough sell buy mega discount seriously I come review first load screen crash read reviewsi expect lot try finish gamein,121,695,-0.012562816,12.495803,11.027587
Garry's Mod,es muy creativo,3,15,-0.012315395,12.168681,5.6387715
Garry's Mod,garry,1,5,-0.11125138,12.825516,6.6840367
Garry's Mod,I never play,3,12,0.06183334,15.128017,8.24925
Garry's Mod,k hour nuff say,4,15,0.024322147,14.537873,8.482526
Garry's Mod,hard accurately describe garrys mod video game anything platform thank ease download seemingly infinite number usercreated modelstoysvehiclesweaponswhathaveyou play goal gmod default sandbox mode everything limit imagination good bad thing good sense creativity reward creation silly yet potentially complex contraption drive detonate ride fling etc bad sense well game goal keep occupy extended period time real fun garrys mod spawn build enjoyment friend multiplayer game truely shine allow massive level server modding customisation restrict build stuff game want play game whodunnit detective try discover discreet murderer among rank want watch youtube video virtual cinema friend hide seek roleplay survival avaliable thank gmod incredible modding community unfortunately gain full experience title source game like counterstrike source halflife strongly recommend make use asset find fun garrys mod find expect play time skyrocket,129,937,-0.056277227,11.649806,10.960838
Garry's Mod,garrys mod,2,10,-0.16086474,13.072735,6.9585857
Garry's Mod,game make stupid memory friend,5,30,-0.019045832,13.957808,9.084566
Homefront,good gun play good music unlikeable caracter poorly optimize bad story bad level design bad ai bad difficulty curve,19,115,0.00084176654,12.270174,9.669543
Fallout 2: A Post Nuclear Role Playing Game,one favorite game timeless classic contrary modern fallout game game give real freedom kill help everyone realistic satisfy write even old year game lot postmodern element like fourth wall intermedias etc great sense dark humor I detailed game I ever see contrary new generation bethesdafallout game probably fallout choice I talk fake choice impact gameplay rpg ever see however really buggy game especially ending quest I recommend check common bug use least three save slot maybe use unoffical patch way last major town bit rush developemental problem town text strong town plus content cut reason meaningless part temporary frame per second drop move new area map ps game one rare one criticise american supremacy act play police enforcement world,119,751,0.033179317,11.710202,10.722721
Killing Floor 2,brainless horde shooter decent gore time sure I ever find ever play since I burn game long ago,18,94,0.0033251315,12.131045,10.379608
Killing Floor 2,nvidia flex,2,11,-0.004065171,14.606943,10.578562
Killing Floor 2,giv award I feed family,5,23,-0.079301655,14.0522585,6.9965982
Killing Floor 2,great game thus far gore graphic game blast play especially friend however thing I hope see finished product weapon along modification since weapon per class modification available map far enemy variation along new boss since boss,36,230,-0.028525112,11.729929,9.50914
Killing Floor 2,company,1,7,-0.06740857,13.447819,5.4011464
Killing Floor 2,I come back play game add new weapon uoi tyo pay new weapon siiiiiiiiiiiiiiiiiiiiim also I like I host game,20,107,-0.038504623,13.512009,9.125848
Killing Floor 2,bob builder fix bob builder yeah,6,32,-0.058008857,11.994963,10.210424
Killing Floor 2,I usually try avoid update review need say although entire community say I tripwire successfully flush reputation toilet stupid update creative decision pretty much ruin game add weapon need pay uncommon since first game single weapon utter heresy entire zedconomy create make enough money nah however make maneater epic exclusive compensate reek money make epic may want buy mouthwash help get taste epic mouth maybe reevaluate position industry,68,446,-0.05931432,13.247199,11.365928
Killing Floor 2,ld boss plus perk system great,6,30,-0.05982561,11.615673,11.650367
Killing Floor 2,nope recommend game bow cancel culture instill sense dread fire wrong think demand conformity despite make video game kill zombie real world politcal issuse seem seep fabric cutlure game infect liberal biased agenda rot developer share opinion wrong think cancel less hour anyone ok publisher fascist need break unbiased source resource otherwise one ever free,55,360,-0.0082827015,12.948199,10.734165
METAL GEAR SOLID V: THE PHANTOM PAIN,damn konami,2,11,-0.009873386,13.133249,6.419987
METAL GEAR SOLID V: THE PHANTOM PAIN,ii female sniper,3,16,-0.070659906,13.119265,8.515621
METAL GEAR SOLID V: THE PHANTOM PAIN,play like damn fiddle,4,21,-0.03598931,15.250873,8.228894
METAL GEAR SOLID V: THE PHANTOM PAIN,I full review later far one good game come year good game come year far clunky control previous metal gear solid go game stealth tactical shoot mechanic good I ever use I hour I already build modest base recruit small army adopt puppy nothing beat blast music chopper fly middle eastern desert turn soviet basis glass,56,317,-0.055533964,12.3515005,10.363806
METAL GEAR SOLID V: THE PHANTOM PAIN,boss game,2,9,-0.04152735,13.225095,7.135804
METAL GEAR SOLID V: THE PHANTOM PAIN,metal gear game I ever play lot fun story plot detail newcomer friendly also little dissapointed fact two region game release final mission cut hindsight mgsv remind I lot farcry huge pretty open world fight lot people world dynamic civilian faction entire country full people shoot sight still good game though,51,311,0.018462652,11.665088,9.525737
METAL GEAR SOLID V: THE PHANTOM PAIN,kojima remove antismoking warning game hit blunt troy baker experience reflect ingame phantom cigar,14,99,-0.07351711,10.936661,8.594238
Broforce,manly game,2,10,-0.022662582,14.187532,7.1296463
Factorio,wonderfully complex,2,19,-0.02283896,14.8095255,5.1497107
Factorio,get sale,2,8,-0.06297735,15.153701,9.0954485
Factorio,purely addictive fun,3,20,-0.015052085,14.760833,6.896627
Factorio,take start understand go total blast,6,36,0.021693734,13.873839,8.536125
Factorio,great game time,3,15,-0.045591924,14.600586,7.152708
Factorio,automate automate automate automate automate fun,6,48,-0.008414649,11.733687,10.792424
Factorio,fortnite margeusbrownley,2,24,-0.010332402,13.29658,6.176139
Factorio,build machine automate building machine automate building machine automate building,10,83,-0.03693553,11.581588,10.748008
Factorio,let cut chase I know I I depth head spin try solve problem game solve one problem another solve address one I see I scratch surface I probably never good game I time really delve I care becasue I love game factorio addictive I state I really scratch surface game I really try hard avoid look tutorial youtube clip far stick fairly well I want figure stuff say I still second third level campaign something probably take half hour idea never compare anything I easily hour alone I think I need start game head good way something rewarding nut manufacturing chain work watch bit humm along progress make tutorial ok give enough lot kinda like say know nuclear power complicated uranium brick go say work campaign ramp thing significantly seem act advanced tutorial baby step like giant leap work I love challnege I could figure one thing I look youtube clip see technology feature waaaaaaay beyond I I already feel barely control craft system pretty easy unlike craft base game need use time waste trial error discover recipe make thing much easy want build x hover icon tell need bs make get tricky need cs ds build thus complexity mind breaking begin love game like exploratory survival craft game really make think I say intro I ever expert tthe game I love almost perfect learning curve hard alienate I never bore treat I like baby breadcrumb every possible action let honest lot game tell impossible regular joe like I nut outeventually wait see game goesscare see game goes give already,260,1490,-0.010259347,10.82124,12.025289
Zoeti,impress first see weak take poker quest game mechanic eventually win I choose spell trigger poker hand lead lot interesting synergy like take spell give poker hand synergieze well maybe another spell synergize well manage level much random level reward,40,252,-0.05120758,11.544254,12.254204
Zoeti,mediocre card game actually deckbuilder gain equipment make poker hand extra effect base set card never change however game big problem interesting present lot choice play present false sense variety equipment slot tiny set option artifact provide buff offer semifrequently impactful one far minor issue poorly theme card use employ club etc thematic choice like animal element would work poor writing story fine banter inane endless I end skip everything really thing matter lack deep choice mean game fun play many actual deckbuilder much fun game prefer poker deck theme recommend ace adventure balatro currently quite popular,97,629,0.0239236,11.642347,12.106479
McPixel 3,one stupid game I ever play entire life daaaaamn fun hour feel like mcpixel great game sadly even close monumental achievement mcpixel I accidentally find ominous blue floppy disk appear street dog poop puzzle completely impure break speak someone something deep inside maybe cabbage I eat early I know come someone majorly dislikes pointandclick game something else play major load fun thank sos great day,65,406,-0.04289726,12.658352,10.6500845
HELLDIVERS™ 2,manage democracy restore super earth,5,36,0.009973518,13.426535,7.9844027
HELLDIVERS™ 2,I want money back,4,17,-0.056788094,14.968572,9.734376
HELLDIVERS™ 2,enjoyable devs try funpolice balance pve game need new content though new biome every month mtx weapon go cut anymore,20,117,-0.05621093,12.32367,11.065992
HELLDIVERS™ 2,nearly good helldiver,3,21,0.009578201,14.761659,5.66773
HELLDIVERS™ 2,sweet liberty,2,13,-0.022274313,14.12279,5.3235755
HELLDIVERS™ 2,cheape server half community even play solution cap pretend work also discord server incompetent tantrum throw moderator delete whole discord server lock entire one whim instead actually job deal situation blow proportion people post fuck server edit laugh ass sony account mandatory enjoy getting ban slight offence,47,316,0.0009252946,13.484297,10.845289
HELLDIVERS™ 2,I like bug,3,10,-0.11675662,13.947802,9.201939
HELLDIVERS™ 2,alot fun work I friend crash desktop often get disconnect complete match also I even get game keep saying fail connect server even I want play game solo I always online game utterly ridiculous I play game I buy devs insist make game always online lastly game micro transaction well honestly wait buy till game fix,56,313,0.04152593,14.901608,10.622979
HELLDIVERS™ 2,mandatory psn account ban game country bunch hoe,8,48,-0.052950144,13.696811,10.436615
HELLDIVERS™ 2,peak gaming,2,11,0.027163217,13.358196,8.252006
Coral Island,wanna play farmville clone island full hot young chisel extremely wake lazy people constantly ask stuff game,17,108,-0.020346161,12.488107,10.349442
Risk of Rain 2,difficulty year old grandma could play easy normal hard dark soul graphic ms paint bad meh graphic matter game good beautiful masterpiece music bad special good beautiful story game story like play temple runner story people want well write epic story imagine kingdom heart crack price free underpriced perfect price could cheap overpriced complete waste money requirement run microwave average high end nasa computer length short hour short hour average hour long hour extremely long hour end fun rather watch paint dry hard enjoy repetitive actually pretty amusing kind fun remember ride life replayability onetime experience achievement wait monthsyear definitely infinitely replayable worth buy wait sale yes,107,712,0.009295769,10.508083,10.305017
Risk of Rain 2,amazing grinder game fun friend,5,31,-0.14869611,15.047808,7.2272415
Risk of Rain 2,I get I finally understand hype play damn thing,9,47,-0.051382218,13.250997,8.377691
Risk of Rain 2,game change life,3,16,-0.034135755,13.610799,7.993872
Risk of Rain 2,fyi risk play game rain,5,23,-0.023912966,12.089967,7.8624663
Risk of Rain 2,swag,1,4,-0.07813115,13.6629305,5.4651113
Risk of Rain 2,lose fun good replay value,5,26,-0.01213663,14.508762,8.652979
Risk of Rain 2,pure chaos,2,10,-0.04900521,13.627781,6.5696106
A Short Hike,I evil,2,6,-0.030603014,14.3844595,5.9294577
A Short Hike,sweet,1,5,-0.05536386,14.519826,4.9287972
A Short Hike,I finally get around sit play short hike last night I know I halfway short trip pull I let I forget time stress gaming tough proposition I lately stress loud neighbor drive I insomnia past month general sense uneasiness prevent I start new game difficult I simply sit enjoy come I situation I long game keep instal month never feel right mindset properly appreciate widely regard great earnest indie title boot whim conscious decision part I happen I quit age something game day achieve even I reach point I think I enough time last I go get cup hot chocolate go bathroom I get back pc I find boot game back even I find get frustrated two second require boat race time achievement know silly mistake cost I victory I shut maybe half hour watch brief video youtube go back island try succeed I finish entire game single night san pc clockdependent achievement I unlock bit ago put game officially completion I feel happy short unhurrie relaxing experience wish another adventure bring I back right turn I wrong need perfect mindset go short hike need bring attend game rest put bright mindset charm character write atmosphere island lack intrinsic pressure go pace instead demand make effort leave wander explore meet character turn lovable quirky people end day mean nobody harm debbie downer even character may instinctively dislike scalping bad yo turn valid personal reason offer kindness instead bitterness win I think big takeaway short hike kindness within every single person meet matter competitive might never malicious support rival instead wallow schadenfreude reflect action choice preconception overcome selfdoubt help little bit encouragement playercharacter claire claire may start feel little snarky disintereste surrounding could even say cynical step house go hike start see island people inhabit way actually beautiful harmonious I lucky enough share sense trepidation go game sense wonder inherent exploration reach top mountain I feel kinship claire make hike success I recall reason claire phone rang right peak point cellphone reception island I cry dialogue follow sort fulfillment make experience worthwhile explain claire initial frustration frame root boredom rejection island instead kind heart make friend make along way feel even meaningful hindsight game end climb achieve I feel like island open I even really change outside character dialogue advance achieve claire personal goal still fulfil I get help get end adventure claire chance talk aunt back cabin tell adventure thing could achieve throughout game gush great time claire could go far long actually line dialogue little thing explicitly mention meaningful moment treasure people experience I happy I make night I beat short hike whim,434,2725,0.06122076,10.573463,11.944236
A Short Hike,anime would fall squarely iyashikei genre,6,41,0.0045782398,12.877565,6.293462
A Short Hike,heuten ist ein schner tag himmel fliegen bunte drachen boote schwimmen auf dem see wir knnten viel machen,18,105,-0.06258657,12.247704,5.4671435
Ravenfield: Multiplayer Mod,one play,2,8,0.04066147,15.2129965,8.169829
Dyson Sphere Program,wow awesome game even public access state could tutorial I enjoy discover thing I figure trial error phase go build dyson sphere,22,128,-0.0026808889,13.1856165,9.306192
SYNTHETIK: Arena,fun fast pace coop shooter also free,7,36,-0.038512766,14.253186,9.685391
Suicide Squad: Kill the Justice League,graphic good mobility smooth combat fun mission design uninspired would wait sale,12,81,-0.05737978,11.644462,9.389437
Call of Duty®: Black Ops,worth get great campaign soundtrack version cod offer good nazi zombie game cod game lot secret easter egg campaign zombie mode,21,127,-0.111943625,11.525827,8.299814
Call of Duty®: Black Ops,good cod game,3,13,-0.0706831,12.688971,7.9430704
Call of Duty®: Black Ops,amount government cover hide fact alex mason assassinate president john fuck kennedy,12,84,0.0018052036,12.37929,7.133874
BeamNG.drive,car,1,3,-0.0332785,13.401223,5.645302
BeamNG.drive,good sandbox car game,4,21,0.018710341,13.269506,7.6521263
BeamNG.drive,feel like I play gta,5,20,-0.038215484,13.469968,7.9546704
BeamNG.drive,nothing give satisfaction destruction like game play nothing like,9,65,0.004979703,12.811488,10.181269
BeamNG.drive,think I good drive real life turn game destroy percepction make I rage lot I love good enough even ea modding community get ton scenario play,26,141,0.0037383863,12.864426,11.025273
BeamNG.drive,game horrible crash nowhere,4,27,0.110993885,14.949473,10.912049
BeamNG.drive,I drive around truck seat roof,6,30,0.0671875,13.890526,6.4784966
BeamNG.drive,crash wall kmh never get old,6,28,0.078334905,14.898833,10.930198
BeamNG.drive,beamng drive,2,12,0.05246179,12.309222,11.545747
BioShock™ Remastered,old game still hold every aspect even well new one,10,50,0.048214618,12.967435,9.36864
BioShock™ Remastered,classical immersive sim,3,23,-0.0039373687,11.938727,8.776898
BioShock™ Remastered,would kindly back I get hand game trust ps nearly decade later greet game remastere I know remastere game look exactly back take away base game however peope report crash interval minute I suffer crash game good back still retain good quality I think stupid rerelease game high price point little change still fun play I would recommend highly mindful crash may take place experience,65,383,-0.022340108,13.992115,10.98984
BioShock™ Remastered,nice game nice visual nice weapon nice plasmid nice story,10,57,-0.052455846,10.971405,9.202085
BioShock™ Remastered,hop hop mr b would kindly play already,8,38,-0.06998142,15.328752,7.9780955
BioShock™ Remastered,great remaster bioshock epic make epic look well,8,48,-0.028066799,10.739861,8.6678095
BioShock™ Remastered,ohhh god l finally finish bioshock remastereda remastere version orignal bioshock ever l say game nothing unless play game cause game good game timeand really deserve game year award well right l talk bioshock orignal versionwell l play orignal remastered well remastered really great bug glitch therethey really improve texturesthe graphic gameplay game really worth try believe I game go disappoint give trythat remember choice matter,66,436,-0.017939188,10.774837,8.740391
BioShock™ Remastered,still hold,2,10,-0.054781616,14.36177,5.0778008
BioShock™ Remastered,headpat save life,3,17,-0.002184121,12.6785965,8.432558
Fall Guys,blonde skingay,2,14,-0.063486,13.602737,5.635648
Fall Guys,piece garbage I get tell I joel make I buy,10,42,-0.0022319518,15.157561,8.722267
Fall Guys,last decide require additional layer accountbase drm start season eg sadly inevitable development studio purchase epic back explosive hit launch fall guy firmly go way dodo require offsite account change year launch result I even able play product I originally purchase I share personal analytical datum epic game pity refund forthcoming rocket league pull stunt year back,57,372,-0.043117307,13.530188,11.306513
Fall Guys,cute fun party game,4,19,-0.037322722,14.681079,7.20552
Fall Guys,game fun long period time get really repetitive hour,9,52,-0.008088115,14.281115,8.611704
Fall Guys,really fun intense sometimes good game play kill time plus need super computer run,14,82,-0.014655474,12.442278,9.139355
Fall Guys,remove team game,3,16,-0.0403662,14.599115,7.5387797
Fall Guys,get molest amogus fall guy proceed die game would recommend everyone,11,68,-0.005729436,12.285125,8.263419
SCP: Secret Laboratory,fun game bit learn curve definitely fun like scp social game,11,60,-0.029169979,12.756739,9.503868
SCP: Secret Laboratory,good I say guy eat I,6,20,0.0077166096,14.075284,7.970463
SCP: Secret Laboratory,scientist rdm,2,13,-0.004513423,13.424347,5.2693906
SCP: Secret Laboratory,great game time well mic tho becouse rely heavly communication player,11,69,-0.06156097,12.982484,9.746301
Battlefield 4™,current state game use since flood sweat max level people prepared get outgunne pretty much every gunfight low level good gun equipment use I even count number time I shoot someone close point blank shotgun hit assault rifle land shot I still lose gun fight enemy hop around every second use aek ace undoubtedly good gun game far still take considerate playtime unlock course typical ea fashion pay way unlock everything defeat one main fun aspect multiplayer dice undoubtedly make incredible frame per second game ea also find way put filth everything touch also jump f spamme jump running mean immune get shoot basically aimaccuracy tighten also play version controller compare version game huge letdown slap face get zero aim assist option put controller icon onto game even play controller constantly see key bind prompt thing game play keyboard big positive game incredibly easy runoptimize I visual mean whole lot gun player balance lopsided,154,947,-0.026885642,11.259602,11.208169
Battlefield 4™,look back I wish war break,6,26,-0.06606514,13.427753,9.032877
Battlefield 4™,field,1,5,0.014321531,13.492881,5.594478
Battlefield 4™,well series,2,11,-0.07884051,10.63486,7.8741846
Battlefield 4™,I seriously idea buggy mess many year release also team vs enemy absurd take zero damage shame seem pretty fun otherwise,21,120,-0.056585237,13.474755,10.038098
Battlefield 4™,good battlefield game,3,21,-0.04650242,12.977174,7.975228
CODE VEIN,game fine I never ever recommend game simply break leave I play thing I simply could activate elevator I know search steam forum I sadly find game framecap option yet play anything frame per second damage scaling break elevator work like I add mod edit ini I break game I literally use option literally option menu game work also game super smooth hz hz smooth game work case massive downgrade gameplay feel consider studio effort fix I effort play get fix future I may try character creation among good I really want take character spin,95,537,-0.049705897,12.465639,10.548268
CODE VEIN,I beat game final veredict would buy well game visually appeal least anime manga stuff like hell would even consider buy game thus page I digress stylish character stylish weapon stylish skill combo stylish armor design make treat eye fun multiplayer one crucial point make I buy game mp sadly pvp coop quite good specially summon someone anywhere without need sign ground make quick somebody watch back nasty terror yike soundtrack full jam neat sound effect orchestrated music light popeletronicsomethe music good ol rockn roll game pleased game look also sound sound hammer pound ground sword slash horror something leave mind shortly really put intelligence ai thing non player character partner game quiite smart yakumo point really cool item well enemy placement I aware really help keep I alive I switch long reange weaponry fight distant enemy yakumo quickly assume defensive stance position front I could take shot stead I believe I fall love lego skill yo man really create cool build game way soulsborne title allocate point certain stat could raise determined parameter level traditional jrpgs get stat sort automatically yeah I know I love autonomy worry collect lot really lot blood code part memory character carry blood make inherit skill yes skill every game flaw code vein part well I swear I see enemy somewhere yep horror face beginning fight end sometimes change color pallete time copy paste I one grow fight terror earn haze currency exp game level noice I partner fire architecht design like maze I neither specially memory suck I always get lose even I beat well level design kinda lackluster way since put maze front game breaker minor issue naw man get outta I totally see play soulsborne game may already familiarize enemy placement franchise nothing change sad yeah I know game quite share flaw hey fun I enjoy I even plan get achievement since I wanna see ending cuz dood story quite yummy,320,1919,-0.026483037,10.476193,11.639863
CODE VEIN,pro femboy cool character creation con combat janky unresponsive control weird story way cliche still passable many loading screen,19,130,-0.0113845365,11.203949,9.96062
Half-Life: Blue Shift,I mean I guess barney get hire good reason cause dude shoulda join army,14,71,-0.100338876,13.465283,9.212225
Half-Life: Blue Shift,worth play fan original game,5,28,-0.07587401,11.018501,7.909494
Half-Life: Blue Shift,another good expansion half life series strongly recommend series lover,10,71,-0.08353234,10.604849,7.6912494
Half-Life: Blue Shift,blue,1,4,-0.06580834,13.477351,5.428177
Half-Life: Blue Shift,bane,1,4,0.020410698,12.3572235,6.4539633
Aimlabs,I still bad first person shooter,6,32,0.008426379,13.093635,8.635921
Aimlabs,aimbot nah aimlab bruh,4,22,-0.07111483,13.607551,9.62726
Aimlabs,terrible screen tear vsync option update still vsync take min open application freeze fresh install,15,99,0.0020159641,14.7703705,10.817899
Totally Accurate Battlegrounds,p,1,1,-0.0477068,14.013783,5.0859413
Totally Accurate Battlegrounds,I done pay game fare square ye lettin tuk game aim buggy mess lot hacker,15,72,-0.029703125,13.962968,10.019211
Totally Accurate Battlegrounds,game would well support mod community server dead game tho,10,58,-0.085001715,14.441936,9.929882
Totally Accurate Battlegrounds,free,1,4,-0.10533241,14.745096,9.590204
Totally Accurate Battlegrounds,good br,2,7,-0.0602463,14.943717,5.8637524
Euro Truck Simulator,hell drive truck slowly city entertaining like,7,46,0.07788683,14.977108,7.483939
Zup! Z,I simple man I need achievement profile,7,39,-0.0440868,12.2091675,11.238333
PlanetSide 2,I go make short sweet I long storied history planetside I could rant dozen thing go focus two though I get ban game back like something I later prove innocent wrongdoing game manager accuse I I never forget easy get permabanned good game piss wrong whiner I put game I love back day I fear game go go tit soon I join like server admittedly way many knock like coast europe oceania north america server constantly either imbalance population look vs due lock mechanic never continent open uncommon log throw onto koltyr minute get game game really go hell I outfit mattherson quit I think I play sake make use money I spend admittedly I pretty good since appear lot noob play I since day afterall,126,695,0.009054975,13.061938,11.146817
PlanetSide 2,I really like,3,13,-0.1469712,14.690232,5.6355724
PlanetSide 2,excited play game know even launch,6,34,0.07843881,14.408925,8.323611
PlanetSide 2,goty,1,4,-0.11064721,14.400447,5.094969
Company of Heroes 2,right time earn bing chill,5,26,-0.024370097,14.42838,8.724243
